Name,CBO,NOC,WMC,RFC,SLOC,DIT,LCOM,change
org.apache.hama.bsp.LocalBSPRunner.LocalMessageManager,20,0,9,22,65,0,75,yes
org.apache.hama.bsp.LocalBSPRunner.LocalSyncClient,11,0,8,21,53,0,68,yes
org.apache.hama.bsp.LocalBSPRunner.ThreadObserver,11,0,2,15,31,0,50,yes
org.apache.hama.bsp.message.AbstractMessageManager,20,1,12,25,100,0,76,yes
org.apache.hama.bsp.message.compress.BSPCompressedBundle,4,0,6,19,25,0,16,yes
org.apache.hama.bsp.message.compress.Bzip2Compressor,10,0,2,15,55,0,0,yes
org.apache.hama.bsp.message.compress.SnappyCompressor,10,0,2,15,54,0,0,yes
org.apache.hama.bsp.message.CompressableMessageManager,2,2,1,26,6,1,0,yes
org.apache.hama.bsp.message.DiskQueue,12,0,16,29,212,0,81,yes
org.apache.hama.bsp.message.HadoopMessageManagerImpl,18,0,9,35,88,2,85,yes
org.apache.hama.bsp.message.MessageManagerFactory,6,0,1,14,11,0,0,yes
org.apache.hama.bsp.SequenceFileInputFormat,8,0,2,34,10,1,0,yes
org.apache.hama.bsp.SequenceFileRecordWriter,6,0,3,16,20,0,0,yes
org.apache.hama.bsp.SimpleTaskScheduler.JobListener,5,0,2,17,10,1,0,yes
org.apache.hama.bsp.SimpleTaskScheduler.JvmCollector,9,0,2,15,42,0,0,yes
org.apache.hama.bsp.SimpleTaskScheduler.TaskWorker,25,0,2,15,73,0,16,yes
org.apache.hama.bsp.sync.SyncServiceFactory,8,0,3,16,20,0,66,yes
org.apache.hama.bsp.sync.TestSyncServiceFactory,6,0,2,15,12,1,0,yes
org.apache.hama.bsp.sync.ZooKeeperSyncClientImpl,28,0,17,30,307,0,78,yes
org.apache.hama.bsp.TaskCompletionEvent,11,0,19,32,106,0,71,yes
org.apache.hama.bsp.TaskInProgress,24,0,31,44,207,0,91,yes
org.apache.hama.bsp.TaskLog.Reader,8,0,5,28,55,0,9,yes
org.apache.hama.bsp.TaskLog.TaskLogsPurgeFilter,3,0,2,15,11,0,0,yes
org.apache.hama.bsp.TaskLogServlet,15,0,6,19,171,1,100,yes
org.apache.hama.bsp.TaskRunner.BspChildRunner,17,0,5,18,62,0,50,yes
org.apache.hama.bsp.TaskStatus,15,0,27,40,154,0,81,yes
org.apache.hama.bsp.TestBSPMasterGroomServer,13,1,5,37,75,4,72,yes
org.apache.hama.bsp.TestBSPMessageBundle,8,0,2,15,42,1,0,yes
org.apache.hama.bsp.TestBSPTaskFaults,36,0,10,23,430,1,56,yes
org.apache.hama.bsp.TestBSPTaskFaults.FaulTestBSP,9,0,3,19,38,1,0,yes
org.apache.hama.bsp.TestBSPTaskFaults.TestBSPProcessRunner,45,0,7,20,128,0,73,yes
org.apache.hama.bsp.TestCheckpoint,32,0,2,15,111,1,25,yes
org.apache.hama.bsp.TestClusterStatus,15,0,2,15,40,1,50,yes
org.apache.hama.bsp.TestMessages,3,0,1,14,13,1,0,yes
org.apache.hama.bsp.TestPartitioning,9,0,1,14,32,1,100,yes
org.apache.hama.bsp.TestPartitioning.PartionedBSP,7,0,1,17,13,1,0,yes
org.apache.hama.bsp.TestZooKeeper,17,0,2,15,70,1,0,yes
org.apache.hama.bsp.TextInputFormat,8,0,1,33,7,1,0,yes
org.apache.hama.bsp.TextOutputFormat.LineRecordWriter,7,0,5,18,54,0,55,yes
org.apache.hama.bsp.YARNBSPJobClient,18,0,5,57,114,2,66,yes
org.apache.hama.examples.BipartiteMatching.BipartiteMatchingVertex,11,0,7,47,81,1,78,yes
org.apache.hama.examples.BipartiteMatching.BipartiteMatchingVertexReader,6,0,1,15,16,1,0,yes
org.apache.hama.examples.BipartiteMatchingTest,19,0,6,19,100,1,69,yes
org.apache.hama.examples.ClassSerializePrinting,7,0,1,17,23,1,0,yes
org.apache.hama.examples.ExampleDriver,11,0,1,14,20,0,0,yes
